asset_plant_service_reading_id,asset_plant_id,next_service_smr_reading,estimated_units_per_day,estimated_next_service_date,latest_smr_readings,service_interval,last_service_date,latest_smr_date,last_service_smr,service_unit,created_by,created_date,last_modified_by,last_modified_date
1312,1482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1313,1483,NULL,NULL,NULL,12184,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1314,1484,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1315,1485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1316,1486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1317,1487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1318,1488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1319,1489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1320,1490,NULL,NULL,NULL,2326,NULL,NULL,22/2/2025,NULL,HOURS,MIGRATION,,,
1321,1491,NULL,NULL,NULL,14745,NULL,NULL,20/2/2025,NULL,HOURS,MIGRATION,,,
1322,1492,NULL,NULL,NULL,22934,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1323,1493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1324,1494,NULL,NULL,NULL,12310,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1325,1495,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1326,1496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1327,1497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1328,1498,NULL,NULL,NULL,4607,NULL,NULL,24/4/2025,NULL,HOURS,MIGRATION,,,
1329,1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1330,1500,NULL,NULL,NULL,7946,NULL,NULL,25/2/2025,NULL,HOURS,MIGRATION,,,
1331,1501,NULL,NULL,NULL,10471,NULL,NULL,16/5/2025,NULL,HOURS,MIGRATION,,,
1332,1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1333,1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1334,1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1335,1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1336,1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1337,1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1338,1508,NULL,NULL,NULL,1261,NULL,NULL,15/5/2025,NULL,HOURS,MIGRATION,,,
1339,1509,NULL,NULL,NULL,0,NULL,NULL,19/12/2024,NULL,HOURS,MIGRATION,,,
1340,1510,NULL,NULL,NULL,1270,NULL,NULL,7/4/2025,NULL,HOURS,MIGRATION,,,
1341,1511,NULL,NULL,NULL,18456,NULL,NULL,13/5/2025,NULL,HOURS,MIGRATION,,,
1342,1512,NULL,NULL,NULL,1904,NULL,NULL,15/5/2025,NULL,HOURS,MIGRATION,,,
1343,1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1344,1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1345,1515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1346,1516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1347,1517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1348,1518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1349,1519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1350,1520,NULL,NULL,NULL,289664,NULL,NULL,29/3/2025,NULL,HOURS,MIGRATION,,,
1351,1521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1352,1522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1353,1523,NULL,NULL,NULL,220840,NULL,NULL,17/5/2025,NULL,HOURS,MIGRATION,,,
1354,1524,NULL,NULL,NULL,285900,NULL,NULL,8/4/2025,NULL,HOURS,MIGRATION,,,
1355,1525,NULL,NULL,NULL,137924,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1356,1526,NULL,NULL,NULL,1781,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1357,1527,NULL,NULL,NULL,240361,NULL,NULL,15/5/2025,NULL,HOURS,MIGRATION,,,
1358,1528,NULL,NULL,NULL,125405,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1359,1529,NULL,NULL,NULL,161980,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1360,1530,NULL,NULL,NULL,227009,NULL,NULL,18/5/2025,NULL,HOURS,MIGRATION,,,
1361,1531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1362,1532,NULL,NULL,NULL,180075,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1363,1533,NULL,NULL,NULL,143049,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1364,1534,NULL,NULL,NULL,185985,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1365,1535,NULL,NULL,NULL,49434,NULL,NULL,26/2/2025,NULL,HOURS,MIGRATION,,,
1366,1536,NULL,NULL,NULL,208716,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1367,1537,NULL,NULL,NULL,25686,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1368,1538,NULL,NULL,NULL,43355,NULL,NULL,19/2/2025,NULL,HOURS,MIGRATION,,,
1369,1539,NULL,NULL,NULL,65338,NULL,NULL,16/5/2025,NULL,HOURS,MIGRATION,,,
1370,1540,NULL,NULL,NULL,131450,NULL,NULL,5/5/2025,NULL,HOURS,MIGRATION,,,
1371,1541,NULL,NULL,NULL,174128,NULL,NULL,16/5/2025,NULL,HOURS,MIGRATION,,,
1372,1542,NULL,NULL,NULL,49285,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1373,1543,NULL,NULL,NULL,53079,NULL,NULL,2/5/2025,NULL,HOURS,MIGRATION,,,
1374,1544,NULL,NULL,NULL,54397,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1375,1545,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1376,1546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1377,1547,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1378,1548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1379,1549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1380,1550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1381,1551,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1382,1552,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1383,1553,NULL,NULL,NULL,0,NULL,NULL,13/5/2025,NULL,HOURS,MIGRATION,,,
1384,1554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1385,1555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1386,1556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1387,1557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1388,1558,NULL,2,NULL,13324,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1389,1559,NULL,3,NULL,1916,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1390,1560,NULL,3,NULL,1916,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1391,1561,NULL,3,NULL,19768,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1392,1562,NULL,3,NULL,19768,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1393,1563,NULL,2,NULL,21614,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1394,1564,NULL,2,NULL,21614,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1395,1565,NULL,4,NULL,2602,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1396,1566,NULL,4,NULL,19475,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1397,1567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1398,1568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1399,1569,NULL,2,NULL,5562,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1400,1570,NULL,2,NULL,5562,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1401,1571,NULL,2,NULL,5515,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1402,1572,NULL,3,NULL,5515,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1403,1573,NULL,3,NULL,7021,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1404,1574,NULL,3,NULL,7021,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1405,1575,NULL,3,NULL,6584,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1406,1576,NULL,3,NULL,6584,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1407,1577,NULL,3,NULL,6293,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1408,1578,NULL,3,NULL,6293,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1409,1579,NULL,3,NULL,5278,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1410,1580,NULL,3,NULL,5278,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1411,1581,NULL,4,NULL,4714,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1412,1582,NULL,4,NULL,4714,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1413,1583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1414,1584,NULL,113,NULL,708830,NULL,NULL,6/5/2025,NULL,KILOMETER,MIGRATION,,,
1415,1585,NULL,4,NULL,20406,NULL,NULL,6/5/2025,NULL,KILOMETER,MIGRATION,,,
1416,1586,NULL,4,NULL,20406,NULL,NULL,6/5/2025,NULL,KILOMETER,MIGRATION,,,
1417,1587,NULL,2,NULL,15451,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1418,1588,NULL,2,NULL,12175,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
1419,1589,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1420,1590,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1421,1591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1422,1592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1423,1593,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1424,1594,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1425,1595,NULL,NULL,NULL,9119,NULL,NULL,29/11/2024,NULL,HOURS,MIGRATION,,,
1426,1596,NULL,NULL,NULL,12672,NULL,NULL,16/1/2025,NULL,HOURS,MIGRATION,,,
1427,1597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1428,1598,NULL,NULL,NULL,11235,NULL,NULL,26/2/2025,NULL,HOURS,MIGRATION,,,
1429,1599,NULL,NULL,NULL,11956,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1430,1600,NULL,NULL,NULL,8451,NULL,NULL,31/12/2024,NULL,HOURS,MIGRATION,,,
1431,1601,NULL,NULL,NULL,6499,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1432,1602,NULL,NULL,NULL,6165,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1433,1603,NULL,NULL,NULL,6473,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1434,1604,NULL,NULL,NULL,4202,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1435,1605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1436,1606,NULL,NULL,NULL,2992,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1437,1607,NULL,NULL,NULL,7836,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1438,1608,NULL,NULL,NULL,6523,NULL,NULL,22/2/2025,NULL,HOURS,MIGRATION,,,
1439,1609,NULL,NULL,NULL,1493,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1440,1610,NULL,NULL,NULL,7264,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1441,1611,NULL,NULL,NULL,7326,NULL,NULL,24/2/2025,NULL,HOURS,MIGRATION,,,
1442,1612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1443,1613,NULL,NULL,NULL,4455,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1444,1614,NULL,NULL,NULL,7395,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1445,1615,NULL,NULL,NULL,7303,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1446,1616,NULL,NULL,NULL,6910,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1447,1617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1448,1618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1449,1619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1450,1620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1451,1621,NULL,NULL,NULL,10375,NULL,NULL,20/4/2025,NULL,HOURS,MIGRATION,,,
1452,1622,NULL,NULL,NULL,1968,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1453,1623,NULL,NULL,NULL,11382,NULL,NULL,26/2/2025,NULL,HOURS,MIGRATION,,,
1454,1624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1455,1625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1456,1626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1457,1627,NULL,NULL,NULL,4047,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1458,1628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1459,1629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1460,1630,NULL,NULL,NULL,8555,NULL,NULL,30/12/2024,NULL,HOURS,MIGRATION,,,
1461,1631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1462,1632,NULL,NULL,NULL,9329,NULL,NULL,18/5/2025,NULL,HOURS,MIGRATION,,,
1463,1633,NULL,NULL,NULL,137,NULL,NULL,17/5/2025,NULL,HOURS,MIGRATION,,,
1464,1634,NULL,NULL,NULL,14040,NULL,NULL,29/3/2025,NULL,HOURS,MIGRATION,,,
1465,1635,NULL,NULL,NULL,4964,NULL,NULL,23/1/2025,NULL,HOURS,MIGRATION,,,
1466,1636,NULL,NULL,NULL,4768,NULL,NULL,20/2/2025,NULL,HOURS,MIGRATION,,,
1467,1637,NULL,NULL,NULL,276,NULL,NULL,26/2/2025,NULL,HOURS,MIGRATION,,,
1468,1638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1469,1639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1470,1640,NULL,NULL,NULL,0,NULL,NULL,25/1/2025,NULL,HOURS,MIGRATION,,,
1471,1641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1472,1642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1473,1643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1474,1644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1475,1645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1476,1646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1477,1647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1478,1648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1479,1649,NULL,NULL,NULL,0,NULL,NULL,8/2/2025,NULL,HOURS,MIGRATION,,,
1480,1650,NULL,NULL,NULL,205,NULL,NULL,17/4/2025,NULL,HOURS,MIGRATION,,,
1481,1651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1482,1652,NULL,NULL,NULL,0,NULL,NULL,1/2/2025,NULL,HOURS,MIGRATION,,,
1483,1653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1484,1654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1485,1655,NULL,NULL,NULL,0,NULL,NULL,8/4/2025,NULL,HOURS,MIGRATION,,,
1486,1656,NULL,NULL,NULL,0,NULL,NULL,9/2/2025,NULL,HOURS,MIGRATION,,,
1487,1657,NULL,NULL,NULL,0,NULL,NULL,17/2/2025,NULL,HOURS,MIGRATION,,,
1488,1658,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1489,1659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1490,1660,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1491,1661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1492,1662,2750,3,7/6/2025,2684,250,24/4/2025,17/5/2025,2500,HOURS,MIGRATION,,,
1493,1663,3500,4,11/6/2025,3398,250,18/2/2025,19/5/2025,3250,HOURS,MIGRATION,,,
1494,1664,4500,6,27/6/2025,4253,250,8/5/2025,19/5/2025,4250,HOURS,MIGRATION,,,
1495,1665,3250,5,7/6/2025,3162,250,28/1/2025,19/5/2025,3000,HOURS,MIGRATION,,,
1496,1666,1000,2,25/8/2025,814,250,7/3/2025,15/5/2025,750,HOURS,MIGRATION,,,
1497,1667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1498,1668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1499,1669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1500,1670,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1501,1671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1502,1672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1503,1673,4250,5,29/6/2025,4034,250,10/5/2025,19/5/2025,4000,HOURS,MIGRATION,,,
1504,1674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1505,1675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1506,1676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1507,1677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1508,1678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1509,1679,NULL,NULL,NULL,0,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1510,1680,NULL,NULL,NULL,14381,NULL,NULL,28/12/2024,NULL,HOURS,MIGRATION,,,
1511,1681,NULL,NULL,NULL,328868,NULL,NULL,18/5/2025,NULL,HOURS,MIGRATION,,,
1512,1682,NULL,NULL,NULL,163859,NULL,NULL,17/5/2025,NULL,HOURS,MIGRATION,,,
1513,1683,35000,118,27/7/2025,26966,10000,1/5/2025,20/5/2025,25000,KILOMETER,MIGRATION,,,
1514,1684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1515,1685,90000,49,30/6/2025,87809,10000,13/12/2024,16/5/2025,80000,KILOMETER,MIGRATION,,,
1516,1686,90000,152,26/5/2025,88544,10000,20/3/2025,16/5/2025,80000,KILOMETER,MIGRATION,,,
1517,1687,80000,111,11/8/2025,70294,10000,9/5/2025,16/5/2025,70000,KILOMETER,MIGRATION,,,
1518,1688,80000,136,23/7/2025,70758,10000,12/5/2025,16/5/2025,70000,KILOMETER,MIGRATION,,,
1519,1689,50000,93,27/5/2025,48975,10000,1/3/2025,16/5/2025,40000,KILOMETER,MIGRATION,,,
1520,1690,20000,29,14/10/2025,15623,10000,6/11/2024,16/5/2025,10000,KILOMETER,MIGRATION,,,
1521,1691,30000,44,29/8/2025,24633,10000,13/12/2024,29/4/2025,20000,KILOMETER,MIGRATION,,,
1522,1692,50000,113,20/7/2025,42652,10000,9/4/2025,16/5/2025,40000,KILOMETER,MIGRATION,,,
1523,1693,50000,110,21/6/2025,45926,10000,15/4/2025,15/5/2025,40000,KILOMETER,MIGRATION,,,
1524,1694,20000,29,20/12/2025,13635,10000,13/1/2025,15/5/2025,10000,KILOMETER,MIGRATION,,,
1525,1695,20000,34,20/11/2025,13372,10000,7/1/2025,9/5/2025,10000,KILOMETER,MIGRATION,,,
1526,1696,50000,106,24/7/2025,42677,10000,1/4/2025,16/5/2025,40000,KILOMETER,MIGRATION,,,
1527,1697,51922,116,4/7/2025,46235,10000,15/4/2025,16/5/2025,41922,KILOMETER,MIGRATION,,,
1528,1698,60723,126,6/8/2025,50531,10000,19/5/2025,16/5/2025,50723,KILOMETER,MIGRATION,,,
1529,1699,60000,137,26/6/2025,54857,10000,14/4/2025,19/5/2025,50000,KILOMETER,MIGRATION,,,
1530,1700,50000,121,17/6/2025,46035,10000,24/3/2025,15/5/2025,40000,KILOMETER,MIGRATION,,,
1531,1701,50000,107,27/7/2025,42296,10000,23/4/2025,16/5/2025,40000,KILOMETER,MIGRATION,,,
1532,1702,50000,122,5/7/2025,43960,10000,24/4/2025,16/5/2025,40000,KILOMETER,MIGRATION,,,
1533,1703,30000,71,17/7/2025,25592,10000,8/1/2025,16/5/2025,20000,KILOMETER,MIGRATION,,,
1534,1704,95000,29,25/3/2026,85720,10000,7/5/2025,9/5/2025,85000,KILOMETER,MIGRATION,,,
1535,1705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1536,1706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1537,1707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1538,1708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1539,1709,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1540,1710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1541,1711,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1542,1712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1543,1713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1544,1714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1545,1715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1546,1716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1547,1717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1548,1718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1549,1719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1550,1720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1551,1721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1552,1722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1553,1723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1554,1724,250,NULL,NULL,NULL,250,NULL,NULL,NULL,HOURS,MIGRATION,,,
1555,1725,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,HOURS,MIGRATION,,,
1556,1726,10000,NULL,NULL,0,10000,NULL,14/5/2025,NULL,HOURS,MIGRATION,,,
1557,1727,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,HOURS,MIGRATION,,,
1558,1728,10000,NULL,NULL,0,10000,NULL,13/5/2025,NULL,HOURS,MIGRATION,,,
1559,1729,10000,NULL,NULL,0,10000,NULL,5/5/2025,NULL,HOURS,MIGRATION,,,
1560,1730,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,HOURS,MIGRATION,,,
1561,1731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1562,1732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1563,1733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1564,1734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1565,1735,69000,41,4/8/2025,64551,10000,28/11/2024,17/4/2025,58266,KILOMETER,MIGRATION,,,
1566,1736,NULL,29,NULL,269660,NULL,NULL,14/4/2025,NULL,KILOMETER,MIGRATION,,,
1567,1737,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1568,1738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
